quality,container,rarity,abrade_bin,yyid,commodityName,price,abrade,min_float,max_float,new_abrade
StatTrak™,伽玛 2 号武器箱,受限,1.06-1.07,47093,沙漠之鹰（StatTrak™） | 指挥 (战痕累累),25.0,0.9965373277664183,0.06,1.0,1.0601460933685303
StatTrak™,伽玛武器箱,保密,0.0-0.01,2576,SCAR-20（StatTrak™） | 血腥运动 (崭新出厂),550.0,0.0015017405385151,0.0,0.45,0.0033372011967002222
StatTrak™,伽玛武器箱,保密,0.01-0.02,45748,P2000（StatTrak™） | 至尊威龙 (崭新出厂),680.0,0.0096825119107961,0.0,0.63,0.015369066525073173
StatTrak™,伽玛武器箱,保密,0.02-0.03,51997,M4A4（StatTrak™） | 死寂空间 (崭新出厂),1000.0,0.0273578278720378,0.0,1.0,0.0273578278720378
StatTrak™,伽玛武器箱,保密,0.03-0.04,51997,M4A4（StatTrak™） | 死寂空间 (崭新出厂),1066.0,0.0351586900651454,0.0,1.0,0.0351586900651454
StatTrak™,伽玛武器箱,保密,0.04-0.05,51997,M4A4（StatTrak™） | 死寂空间 (崭新出厂),1100.0,0.0481742247939109,0.0,1.0,0.0481742247939109
StatTrak™,伽玛武器箱,保密,0.05-0.06,51997,M4A4（StatTrak™） | 死寂空间 (崭新出厂),1288.88,0.0585718676447868,0.0,1.0,0.0585718676447868
StatTrak™,伽玛武器箱,保密,0.06-0.07,2576,SCAR-20（StatTrak™） | 血腥运动 (崭新出厂),249.69,0.0314930193126201,0.0,0.45,0.069984487361378
StatTrak™,伽玛武器箱,保密,0.07-0.08,44743,M4A4（StatTrak™） | 死寂空间 (略有磨损),400.0,0.0701056942343711,0.0,1.0,0.0701056942343711
StatTrak™,伽玛武器箱,保密,0.08-0.09,2576,SCAR-20（StatTrak™） | 血腥运动 (崭新出厂),255.0,0.0389120951294899,0.0,0.45,0.08647132250997755
StatTrak™,伽玛武器箱,保密,0.09-0.1,45748,P2000（StatTrak™） | 至尊威龙 (崭新出厂),296.0,0.0584867931902408,0.0,0.63,0.09283617966704888
StatTrak™,伽玛武器箱,保密,0.1-0.11,45748,P2000（StatTrak™） | 至尊威龙 (崭新出厂),388.0,0.067595474421978,0.0,0.63,0.10729440384440952
StatTrak™,伽玛武器箱,保密,0.11-0.12,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),140.0,0.0738296136260032,0.0,0.63,0.11718986289841778
StatTrak™,伽玛武器箱,保密,0.12-0.13,44743,M4A4（StatTrak™） | 死寂空间 (略有磨损),300.0,0.1277671307325363,0.0,1.0,0.1277671307325363
StatTrak™,伽玛武器箱,保密,0.13-0.14,44743,M4A4（StatTrak™） | 死寂空间 (略有磨损),360.0,0.1340536177158355,0.0,1.0,0.1340536177158355
StatTrak™,伽玛武器箱,保密,0.14-0.15,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),100.0,0.0902036726474762,0.0,0.63,0.14318043277377174
StatTrak™,伽玛武器箱,保密,0.15-0.16,2141,M4A4（StatTrak™） | 死寂空间 (久经沙场),222.0,0.156243696808815,0.0,1.0,0.156243696808815
StatTrak™,伽玛武器箱,保密,0.16-0.17,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),101.0,0.1048027649521827,0.0,0.63,0.16635359516219475
StatTrak™,伽玛武器箱,保密,0.17-0.18,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),100.0,0.1076732277870178,0.0,0.63,0.1709098853762187
StatTrak™,伽玛武器箱,保密,0.18-0.19,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),100.0,0.1182198822498321,0.0,0.63,0.18765060674576522
StatTrak™,伽玛武器箱,保密,0.19-0.2,2141,M4A4（StatTrak™） | 死寂空间 (久经沙场),190.0,0.1984793990850448,0.0,1.0,0.1984793990850448
StatTrak™,伽玛武器箱,保密,0.2-0.21,49841,SCAR-20（StatTrak™） | 血腥运动 (略有磨损),75.0,0.0915791392326355,0.0,0.45,0.20350919829474554
StatTrak™,伽玛武器箱,保密,0.21-0.22,49841,SCAR-20（StatTrak™） | 血腥运动 (略有磨损),95.0,0.0984840169548988,0.0,0.45,0.21885337101088623
StatTrak™,伽玛武器箱,保密,0.22-0.23,49841,SCAR-20（StatTrak™） | 血腥运动 (略有磨损),99.0,0.1031062975525856,0.0,0.45,0.22912510567241245
StatTrak™,伽玛武器箱,保密,0.23-0.24,49504,P2000（StatTrak™） | 至尊威龙 (略有磨损),99.99,0.1491082161664962,0.0,0.63,0.2366797082007876
StatTrak™,伽玛武器箱,保密,0.24-0.25,2141,M4A4（StatTrak™） | 死寂空间 (久经沙场),167.0,0.2456860244274139,0.0,1.0,0.2456860244274139
StatTrak™,伽玛武器箱,保密,0.25-0.26,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),88.8,0.1583632975816726,0.0,0.63,0.25137031362170253
StatTrak™,伽玛武器箱,保密,0.26-0.27,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),69.3,0.1679255813360214,0.0,0.63,0.2665485418032086
StatTrak™,伽玛武器箱,保密,0.27-0.28,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),68.88,0.1720687001943588,0.0,0.63,0.27312492094342666
StatTrak™,伽玛武器箱,保密,0.28-0.29,49841,SCAR-20（StatTrak™） | 血腥运动 (略有磨损),74.5,0.1285431534051895,0.0,0.45,0.2856514520115322
StatTrak™,伽玛武器箱,保密,0.29-0.3,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),66.0,0.1832039505243301,0.0,0.63,0.29079992146719064
StatTrak™,伽玛武器箱,保密,0.3-0.31,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),66.0,0.1919427216053009,0.0,0.63,0.3046709866750808
StatTrak™,伽玛武器箱,保密,0.31-0.32,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),66.0,0.2014266848564148,0.0,0.63,0.3197248965974838
StatTrak™,伽玛武器箱,保密,0.32-0.33,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),52.0,0.2035864144563675,0.0,0.63,0.3231530388196309
StatTrak™,伽玛武器箱,保密,0.33-0.34,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),52.0,0.2138248831033706,0.0,0.63,0.3394045763545565
StatTrak™,伽玛武器箱,保密,0.34-0.35,2141,M4A4（StatTrak™） | 死寂空间 (久经沙场),200.0,0.343403697013855,0.0,1.0,0.343403697013855
StatTrak™,伽玛武器箱,保密,0.35-0.36,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),52.9,0.2218279987573623,0.0,0.63,0.3521079345354957
StatTrak™,伽玛武器箱,保密,0.36-0.37,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),53.0,0.2313399463891983,0.0,0.63,0.3672062641098386
StatTrak™,伽玛武器箱,保密,0.37-0.38,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),520.0,0.236247181892395,0.0,0.63,0.3749955268133254
StatTrak™,伽玛武器箱,保密,0.39-0.4,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),59.0,0.2466339766979217,0.0,0.63,0.3914825026951138
StatTrak™,伽玛武器箱,保密,0.4-0.41,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),53.53,0.184098795056343,0.0,0.45,0.40910843345854
StatTrak™,伽玛武器箱,保密,0.41-0.42,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),69.0,0.1881690919399261,0.0,0.45,0.4181535376442802
StatTrak™,伽玛武器箱,保密,0.42-0.43,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),188.0,0.2672062516212463,0.0,0.63,0.42413690733531156
StatTrak™,伽玛武器箱,保密,0.43-0.44,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),60.36,0.1936938017606735,0.0,0.45,0.4304306705792744
StatTrak™,伽玛武器箱,保密,0.44-0.45,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),51.99,0.2825455069541931,0.0,0.63,0.44848493167332243
StatTrak™,伽玛武器箱,保密,0.49-0.5,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),70.0,0.3107179403305053,0.0,0.63,0.493203079889691
StatTrak™,伽玛武器箱,保密,0.52-0.53,44581,P2000（StatTrak™） | 至尊威龙 (久经沙场),57.7,0.3314237892627716,0.0,0.63,0.5260695067663042
StatTrak™,伽玛武器箱,保密,0.53-0.54,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),82.23,0.239233061671257,0.0,0.45,0.5316290259361266
StatTrak™,伽玛武器箱,保密,0.58-0.59,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),111.11,0.2627436220645904,0.0,0.45,0.5838747156990898
StatTrak™,伽玛武器箱,保密,0.66-0.67,56750,P2000（StatTrak™） | 至尊威龙 (破损不堪),230.0,0.4172673225402832,0.0,0.63,0.6623290833972749
StatTrak™,伽玛武器箱,保密,0.67-0.68,56750,P2000（StatTrak™） | 至尊威龙 (破损不堪),240.0,0.4245231449604034,0.0,0.63,0.6738462618419101
StatTrak™,伽玛武器箱,保密,0.71-0.72,56750,P2000（StatTrak™） | 至尊威龙 (破损不堪),200.0,0.4478988349437713,0.0,0.63,0.7109505316567798
StatTrak™,伽玛武器箱,保密,0.72-0.73,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),88.0,0.3275267481803894,0.0,0.45,0.7278372181786431
StatTrak™,伽玛武器箱,保密,0.81-0.82,2102,SCAR-20（StatTrak™） | 血腥运动 (久经沙场),200.0,0.3687203228473663,0.0,0.45,0.8193784952163695
StatTrak™,伽玛武器箱,保密,0.82-0.83,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),99.0,0.520020067691803,0.0,0.63,0.8254286788758778
StatTrak™,伽玛武器箱,保密,0.84-0.85,54714,SCAR-20（StatTrak™） | 血腥运动 (破损不堪),9999.0,0.3813308775424957,0.0,0.45,0.847401950094435
StatTrak™,伽玛武器箱,保密,0.86-0.87,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),96.07,0.5455291271209717,0.0,0.63,0.8659192493983677
StatTrak™,伽玛武器箱,保密,0.88-0.89,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),100.0,0.556602954864502,0.0,0.63,0.8834967537531777
StatTrak™,伽玛武器箱,保密,0.9-0.91,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),92.53,0.571221649646759,0.0,0.63,0.9067010311853317
StatTrak™,伽玛武器箱,保密,0.91-0.92,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),201.0,0.5785187482833862,0.0,0.63,0.9182837274339464
StatTrak™,伽玛武器箱,保密,0.93-0.94,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),100.0,0.5886255502700806,0.0,0.63,0.9343262702699692
StatTrak™,伽玛武器箱,保密,0.94-0.95,54714,SCAR-20（StatTrak™） | 血腥运动 (破损不堪),460.0,0.424181580543518,0.0,0.45,0.9426257345411511
StatTrak™,伽玛武器箱,保密,0.95-0.96,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),99.0,0.5994130373001099,0.0,0.63,0.95144926555573
StatTrak™,伽玛武器箱,保密,0.96-0.97,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),108.0,0.6055552959442139,0.0,0.63,0.9611988824511332
StatTrak™,伽玛武器箱,保密,0.97-0.98,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),198.0,0.6144675612449646,0.0,0.63,0.9753453353094677
StatTrak™,伽玛武器箱,保密,0.98-0.99,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),400.0,0.6208335757255554,0.0,0.63,0.9854501201992943
StatTrak™,伽玛武器箱,保密,0.99-1.0,50608,P2000（StatTrak™） | 至尊威龙 (战痕累累),215.0,0.6275078058242798,0.0,0.63,0.9960441362290156
StatTrak™,伽玛武器箱,受限,0.0-0.01,43742,P90（StatTrak™） | 夺命器 (崭新出厂),80.0,0.0032162249553948,0.0,0.6,0.005360374925658
StatTrak™,伽玛武器箱,受限,0.01-0.02,43742,P90（StatTrak™） | 夺命器 (崭新出厂),68.69,0.0095965797081589,0.0,0.6,0.015994299513598167
StatTrak™,伽玛武器箱,受限,0.02-0.03,46086,AUG（StatTrak™） | 贵族 (崭新出厂),79.0,0.016179209575057,0.0,0.66,0.02451395390160151
StatTrak™,伽玛武器箱,受限,0.03-0.04,43742,P90（StatTrak™） | 夺命器 (崭新出厂),86.3,0.0205290764570236,0.0,0.6,0.03421512742837267
StatTrak™,伽玛武器箱,受限,0.04-0.05,46097,截短霰弹枪（StatTrak™） | 聚光灯 (崭新出厂),60.69,0.0446051657199859,0.0,1.0,0.0446051657199859
StatTrak™,伽玛武器箱,受限,0.05-0.06,43742,P90（StatTrak™） | 夺命器 (崭新出厂),66.55,0.0340093113481998,0.0,0.6,0.05668218558033301
StatTrak™,伽玛武器箱,受限,0.06-0.07,46097,截短霰弹枪（StatTrak™） | 聚光灯 (崭新出厂),59.0,0.0661435350775718,0.0,1.0,0.0661435350775718
StatTrak™,伽玛武器箱,受限,0.08-0.09,4369,R8 左轮手枪（StatTrak™） | 重新启动 (略有磨损),42.0,0.0822331234812736,0.0,1.0,0.0822331234812736
StatTrak™,伽玛武器箱,受限,0.09-0.1,4369,R8 左轮手枪（StatTrak™） | 重新启动 (略有磨损),38.87,0.0934814810752868,0.0,1.0,0.0934814810752868
StatTrak™,伽玛武器箱,受限,0.1-0.11,50223,截短霰弹枪（StatTrak™） | 聚光灯 (略有磨损),24.5,0.1085678488016128,0.0,1.0,0.1085678488016128
StatTrak™,伽玛武器箱,受限,0.11-0.12,50223,截短霰弹枪（StatTrak™） | 聚光灯 (略有磨损),25.0,0.1175210773944854,0.0,1.0,0.1175210773944854
StatTrak™,伽玛武器箱,受限,0.12-0.13,4369,R8 左轮手枪（StatTrak™） | 重新启动 (略有磨损),30.78,0.125058889389038,0.0,1.0,0.125058889389038
StatTrak™,伽玛武器箱,受限,0.13-0.14,50223,截短霰弹枪（StatTrak™） | 聚光灯 (略有磨损),22.98,0.1337660849094391,0.0,1.0,0.1337660849094391
StatTrak™,伽玛武器箱,受限,0.14-0.15,50223,截短霰弹枪（StatTrak™） | 聚光灯 (略有磨损),22.98,0.1497769206762313,0.0,1.0,0.1497769206762313
StatTrak™,伽玛武器箱,受限,0.15-0.16,2158,P90（StatTrak™） | 夺命器 (略有磨损),27.0,0.0952416956424713,0.0,0.6,0.15873615940411884
StatTrak™,伽玛武器箱,受限,0.16-0.17,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),21.0,0.1676842719316482,0.0,1.0,0.1676842719316482
StatTrak™,伽玛武器箱,受限,0.17-0.18,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),21.5,0.1781403720378875,0.0,1.0,0.1781403720378875
StatTrak™,伽玛武器箱,受限,0.18-0.19,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),16.1,0.1833106130361557,0.0,1.0,0.1833106130361557
StatTrak™,伽玛武器箱,受限,0.19-0.2,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),12.0,0.1994222551584243,0.0,1.0,0.1994222551584243
StatTrak™,伽玛武器箱,受限,0.2-0.21,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),15.8,0.2035858184099197,0.0,1.0,0.2035858184099197
StatTrak™,伽玛武器箱,受限,0.21-0.22,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),10.88,0.2193197160959243,0.0,1.0,0.2193197160959243
StatTrak™,伽玛武器箱,受限,0.22-0.23,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),12.0,0.2248375117778778,0.0,1.0,0.2248375117778778
StatTrak™,伽玛武器箱,受限,0.23-0.24,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),10.45,0.2308972626924514,0.0,1.0,0.2308972626924514
StatTrak™,伽玛武器箱,受限,0.24-0.25,1255,AUG（StatTrak™） | 贵族 (久经沙场),15.0,0.1589895039796829,0.0,0.66,0.24089318784800437
StatTrak™,伽玛武器箱,受限,0.25-0.26,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),19.0,0.2528367042541504,0.0,1.0,0.2528367042541504
StatTrak™,伽玛武器箱,受限,0.26-0.27,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),12.47,0.2675071358680725,0.0,1.0,0.2675071358680725
StatTrak™,伽玛武器箱,受限,0.27-0.28,1483,P90（StatTrak™） | 夺命器 (久经沙场),14.5,0.1654597222805023,0.0,0.6,0.27576620380083716
StatTrak™,伽玛武器箱,受限,0.28-0.29,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),14.0,0.2863108217716217,0.0,1.0,0.2863108217716217
StatTrak™,伽玛武器箱,受限,0.29-0.3,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),10.68,0.2921319305896759,0.0,1.0,0.2921319305896759
StatTrak™,伽玛武器箱,受限,0.3-0.31,1255,AUG（StatTrak™） | 贵族 (久经沙场),11.96,0.2022916376590728,0.0,0.66,0.30650248130162544
StatTrak™,伽玛武器箱,受限,0.31-0.32,1483,P90（StatTrak™） | 夺命器 (久经沙场),14.0,0.1911526769399643,0.0,0.6,0.3185877948999405
StatTrak™,伽玛武器箱,受限,0.32-0.33,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),10.92,0.3275541067123413,0.0,1.0,0.3275541067123413
StatTrak™,伽玛武器箱,受限,0.33-0.34,3884,截短霰弹枪（StatTrak™） | 聚光灯 (久经沙场),10.22,0.3397188186645508,0.0,1.0,0.3397188186645508
StatTrak™,伽玛武器箱,受限,0.34-0.35,1483,P90（StatTrak™） | 夺命器 (久经沙场),15.0,0.2099706679582595,0.0,0.6,0.3499511132637658
StatTrak™,伽玛武器箱,受限,0.35-0.36,1255,AUG（StatTrak™） | 贵族 (久经沙场),12.0,0.2360692620277404,0.0,0.66,0.3576807000420309
StatTrak™,伽玛武器箱,受限,0.36-0.37,45708,R8 左轮手枪（StatTrak™） | 重新启动 (久经沙场),13.0,0.3696233928203583,0.0,1.0,0.3696233928203583
StatTrak™,伽玛武器箱,受限,0.37-0.38,1483,P90（StatTrak™） | 夺命器 (久经沙场),9.71,0.224984809756279,0.0,0.6,0.37497468292713165
StatTrak™,伽玛武器箱,受限,0.39-0.4,1483,P90（StatTrak™） | 夺命器 (久经沙场),12.2,0.2389040291309356,0.0,0.6,0.3981733818848927
StatTrak™,伽玛武器箱,受限,0.4-0.41,1483,P90（StatTrak™） | 夺命器 (久经沙场),10.6,0.2415075898170471,0.0,0.6,0.4025126496950785
StatTrak™,伽玛武器箱,受限,0.41-0.42,1483,P90（StatTrak™） | 夺命器 (久经沙场),9.4,0.2499836832284927,0.0,0.6,0.41663947204748786
StatTrak™,伽玛武器箱,受限,0.42-0.43,1483,P90（StatTrak™） | 夺命器 (久经沙场),9.72,0.2559581398963928,0.0,0.6,0.4265968998273214
StatTrak™,伽玛武器箱,受限,0.43-0.44,1483,P90（StatTrak™） | 夺命器 (久经沙场),9.8,0.2589380145072937,0.0,0.6,0.4315633575121562
StatTrak™,伽玛武器箱,受限,0.44-0.45,1483,P90（StatTrak™） | 夺命器 (久经沙场),15.0,0.268460601568222,0.0,0.6,0.4474343359470367
StatTrak™,伽玛武器箱,受限,0.45-0.46,1483,P90（StatTrak™） | 夺命器 (久经沙场),18.0,0.2715199589729309,0.0,0.6,0.4525332649548849
StatTrak™,伽玛武器箱,受限,0.46-0.47,1483,P90（StatTrak™） | 夺命器 (久经沙场),75.0,0.2815514206886291,0.0,0.6,0.46925236781438184
StatTrak™,伽玛武器箱,受限,0.47-0.48,1483,P90（StatTrak™） | 夺命器 (久经沙场),18.0,0.2861362397670746,0.0,0.6,0.4768937329451243
StatTrak™,伽玛武器箱,受限,0.48-0.49,982,R8 左轮手枪（StatTrak™） | 重新启动 (战痕累累),30.0,0.488666832447052,0.0,1.0,0.488666832447052
StatTrak™,伽玛武器箱,受限,0.49-0.5,50361,截短霰弹枪（StatTrak™） | 聚光灯 (战痕累累),100.0,0.4980376064777374,0.0,1.0,0.4980376064777374
StatTrak™,伽玛武器箱,受限,0.5-0.51,1483,P90（StatTrak™） | 夺命器 (久经沙场),10.0,0.3056828677654266,0.0,0.6,0.509471446275711
StatTrak™,伽玛武器箱,受限,0.54-0.55,47244,AWP（StatTrak™） | 火卫一 (久经沙场),43.0,0.2193056344985962,0.0,0.4,0.5482640862464905
StatTrak™,伽玛武器箱,受限,0.55-0.56,1255,AUG（StatTrak™） | 贵族 (久经沙场),50.0,0.3649770021438598,0.0,0.66,0.5529954577937269
StatTrak™,伽玛武器箱,受限,0.56-0.57,47244,AWP（StatTrak™） | 火卫一 (久经沙场),45.0,0.2262136489152908,0.0,0.4,0.565534122288227
StatTrak™,伽玛武器箱,受限,0.57-0.58,1255,AUG（StatTrak™） | 贵族 (久经沙场),22.2,0.379675418138504,0.0,0.66,0.5752657850583394
StatTrak™,伽玛武器箱,受限,0.59-0.6,50361,截短霰弹枪（StatTrak™） | 聚光灯 (战痕累累),38.0,0.5987302660942078,0.0,1.0,0.5987302660942078
StatTrak™,伽玛武器箱,受限,0.6-0.61,47244,AWP（StatTrak™） | 火卫一 (久经沙场),88.0,0.2417550086975097,0.0,0.4,0.6043875217437742
StatTrak™,伽玛武器箱,受限,0.61-0.62,47244,AWP（StatTrak™） | 火卫一 (久经沙场),44.4,0.2454917877912521,0.0,0.4,0.6137294694781302
StatTrak™,伽玛武器箱,受限,0.62-0.63,47244,AWP（StatTrak™） | 火卫一 (久经沙场),44.4,0.2486602067947387,0.0,0.4,0.6216505169868467
StatTrak™,伽玛武器箱,受限,0.63-0.64,46517,P90（StatTrak™） | 夺命器 (破损不堪),100.0,0.3834543526172638,0.0,0.6,0.6390905876954397
StatTrak™,伽玛武器箱,受限,0.64-0.65,46517,P90（StatTrak™） | 夺命器 (破损不堪),100.0,0.3889579176902771,0.0,0.6,0.6482631961504619
StatTrak™,伽玛武器箱,受限,0.66-0.67,50361,截短霰弹枪（StatTrak™） | 聚光灯 (战痕累累),70.0,0.6621659398078918,0.0,1.0,0.6621659398078918
StatTrak™,伽玛武器箱,受限,0.67-0.68,46517,P90（StatTrak™） | 夺命器 (破损不堪),120.0,0.4059322774410248,0.0,0.6,0.6765537957350414
StatTrak™,伽玛武器箱,受限,0.69-0.7,47040,AUG（StatTrak™） | 贵族 (战痕累累),19.9,0.4555533230304718,0.0,0.66,0.6902323076219269
StatTrak™,伽玛武器箱,受限,0.7-0.71,46517,P90（StatTrak™） | 夺命器 (破损不堪),125.0,0.4218170940876007,0.0,0.6,0.7030284901460012
StatTrak™,伽玛武器箱,受限,0.71-0.72,46517,P90（StatTrak™） | 夺命器 (破损不堪),50.0,0.4282392263412475,0.0,0.6,0.7137320439020792
StatTrak™,伽玛武器箱,受限,0.72-0.73,50361,截短霰弹枪（StatTrak™） | 聚光灯 (战痕累累),25.12,0.7248566746711731,0.0,1.0,0.7248566746711731
StatTrak™,伽玛武器箱,受限,0.73-0.74,46517,P90（StatTrak™） | 夺命器 (破损不堪),45.0,0.4401198327541351,0.0,0.6,0.7335330545902251
StatTrak™,伽玛武器箱,受限,0.74-0.75,46517,P90（StatTrak™） | 夺命器 (破损不堪),140.0,0.4440724849700928,0.0,0.6,0.740120808283488
StatTrak™,伽玛武器箱,受限,0.75-0.76,50361,截短霰弹枪（StatTrak™） | 聚光灯 (战痕累累),70.0,0.758544921875,0.0,1.0,0.758544921875
StatTrak™,伽玛武器箱,受限,0.8-0.81,47244,AWP（StatTrak™） | 火卫一 (久经沙场),444.0,0.3201194703578949,0.0,0.4,0.8002986758947372
StatTrak™,伽玛武器箱,受限,0.81-0.82,47244,AWP（StatTrak™） | 火卫一 (久经沙场),42.42,0.3247620165348053,0.0,0.4,0.8119050413370132
StatTrak™,伽玛武器箱,受限,0.82-0.83,47040,AUG（StatTrak™） | 贵族 (战痕累累),20.11,0.542995274066925,0.0,0.66,0.8227201122226137
StatTrak™,伽玛武器箱,受限,0.83-0.84,982,R8 左轮手枪（StatTrak™） | 重新启动 (战痕累累),55.0,0.8381179571151733,0.0,1.0,0.8381179571151733
StatTrak™,伽玛武器箱,受限,0.85-0.86,47244,AWP（StatTrak™） | 火卫一 (久经沙场),46.73,0.3432095050811767,0.0,0.4,0.8580237627029417
StatTrak™,伽玛武器箱,受限,0.86-0.87,50352,P90（StatTrak™） | 夺命器 (战痕累累),800.0,0.5187265276908875,0.0,0.6,0.8645442128181458
StatTrak™,伽玛武器箱,受限,0.88-0.89,47244,AWP（StatTrak™） | 火卫一 (久经沙场),100.0,0.3543133437633514,0.0,0.4,0.8857833594083784
StatTrak™,伽玛武器箱,受限,0.91-0.92,47244,AWP（StatTrak™） | 火卫一 (久经沙场),360.0,0.3660429418087005,0.0,0.4,0.9151073545217512
StatTrak™,伽玛武器箱,受限,0.94-0.95,50352,P90（StatTrak™） | 夺命器 (战痕累累),40.0,0.5660435557365417,0.0,0.6,0.9434059262275696
StatTrak™,伽玛武器箱,受限,0.95-0.96,58101,AWP（StatTrak™） | 火卫一 (破损不堪),300.0,0.3821285963058471,0.0,0.4,0.9553214907646177
StatTrak™,伽玛武器箱,受限,0.96-0.97,50352,P90（StatTrak™） | 夺命器 (战痕累累),600.0,0.5762888789176941,0.0,0.6,0.9604814648628235
StatTrak™,伽玛武器箱,受限,0.97-0.98,47040,AUG（StatTrak™） | 贵族 (战痕累累),20.0,0.6461494565010071,0.0,0.66,0.9790143280318289
StatTrak™,伽玛武器箱,受限,0.98-0.99,982,R8 左轮手枪（StatTrak™） | 重新启动 (战痕累累),88.88,0.9863789081573486,0.0,1.0,0.9863789081573486
StatTrak™,伽玛武器箱,受限,0.99-1.0,982,R8 左轮手枪（StatTrak™） | 重新启动 (战痕累累),44.0,0.9977056980133056,0.0,1.0,0.9977056980133056
StatTrak™,光谱 2 号武器箱,保密,0.0-0.01,48985,PP-野牛（StatTrak™） | 买定离手 (崭新出厂),666.0,0.0047494601458311,0.0,1.0,0.0047494601458311
StatTrak™,光谱 2 号武器箱,保密,0.01-0.02,52069,M4A1 消音型（StatTrak™） | 破碎铅秋 (崭新出厂),888.0,0.0076114861294627,0.0,0.7,0.010873551613518143
StatTrak™,光谱 2 号武器箱,保密,0.02-0.03,48985,PP-野牛（StatTrak™） | 买定离手 (崭新出厂),666.0,0.0259319711476564,0.0,1.0,0.0259319711476564
StatTrak™,光谱 2 号武器箱,保密,0.03-0.04,52069,M4A1 消音型（StatTrak™） | 破碎铅秋 (崭新出厂),558.0,0.0275974459946155,0.0,0.7,0.03942492284945072
StatTrak™,光谱 2 号武器箱,保密,0.04-0.05,54533,R8 左轮手枪（StatTrak™） | 美洲驼炮 (崭新出厂),420.0,0.0326259657740592,0.03,0.7,0.048695471304565974
StatTrak™,光谱 2 号武器箱,保密,0.05-0.06,52069,M4A1 消音型（StatTrak™） | 破碎铅秋 (崭新出厂),540.0,0.0412935577332973,0.0,0.7,0.05899079676185329
StatTrak™,光谱 2 号武器箱,保密,0.06-0.07,48985,PP-野牛（StatTrak™） | 买定离手 (崭新出厂),1000.0,0.0696441233158111,0.0,1.0,0.0696441233158111
StatTrak™,光谱 2 号武器箱,保密,0.07-0.08,43986,PP-野牛（StatTrak™） | 买定离手 (略有磨损),150.0,0.0787959247827529,0.0,1.0,0.0787959247827529
StatTrak™,光谱 2 号武器箱,保密,0.08-0.09,43986,PP-野牛（StatTrak™） | 买定离手 (略有磨损),125.0,0.086550161242485,0.0,1.0,0.086550161242485
StatTrak™,光谱 2 号武器箱,保密,0.09-0.1,43986,PP-野牛（StatTrak™） | 买定离手 (略有磨损),91.99,0.0984343662858009,0.0,1.0,0.0984343662858009
